"description"	"symbol"	"efo"	"gene"	"chromosome"	"init_pos"	"genome_reference"	"chosen_gene_idx"	"position"	"row_number"
"Thrombosis"	"SERPINC1"	"MONDO_0000831,HP_0004420"	"ENSG00000117601"	"chr1"	173910563.5	"hg38"	6	173750836.5	1223
"Thyroid Neoplasms"	"ANPEP"	"EFO_0002892"	"ENSG00000166825"	"chr15"	89799873.5	"hg38"	2	89777543	1224
"Thyroid Neoplasms"	"AXL"	"EFO_0002892"	"ENSG00000167601"	"chr19"	41240494.5	"hg38"	3	41200379	1225
"Thyroid Neoplasms"	"BRAF"	"EFO_0002892"	"ENSG00000157764"	"chr7"	140827797	"hg38"	2	140701675.5	1226
"Thyroid Neoplasms"	"FGFR1"	"EFO_0002892"	"ENSG00000077782"	"chr8"	38439889	"hg38"	1	38439889	1227
"Thyroid Neoplasms"	"FGFR2"	"EFO_0002892"	"ENSG00000066468"	"chr10"	121538388	"hg38"	1	121538388	1228
"Thyroid Neoplasms"	"FGFR3"	"EFO_0002892"	"ENSG00000068078"	"chr4"	1801080	"hg38"	3	1733346	1229
"Thyroid Neoplasms"	"FGFR4"	"EFO_0002892"	"ENSG00000160867"	"chr5"	177092529.5	"hg38"	1	177092529.5	1230
"Thyroid Neoplasms"	"FLT1"	"EFO_0002892"	"ENSG00000102755"	"chr13"	28397737	"hg38"	1	28397737	1231
"Thyroid Neoplasms"	"FLT3"	"EFO_0002892"	"ENSG00000122025"	"chr13"	28051925	"hg38"	4	28216940	1232
"Thyroid Neoplasms"	"FLT4"	"EFO_0002892"	"ENSG00000037280"	"chr5"	180625553	"hg38"	1	180625553	1233
"Thyroid Neoplasms"	"KDR"	"EFO_0002892"	"ENSG00000128052"	"chr4"	55102038	"hg38"	0	55102038	1234
"Thyroid Neoplasms"	"KIT"	"EFO_0002892"	"ENSG00000157404"	"chr4"	54699336	"hg38"	1	54699336	1235
"Thyroid Neoplasms"	"MAP2K1"	"EFO_0002892"	"ENSG00000169032"	"chr15"	66439228	"hg38"	11	66040282.5	1236
"Thyroid Neoplasms"	"MAP2K2"	"EFO_0002892"	"ENSG00000126934"	"chr19"	4107221.5	"hg38"	1	4107221.5	1237
"Thyroid Neoplasms"	"PDGFRA"	"EFO_0002892"	"ENSG00000134853"	"chr4"	54263769	"hg38"	1	53836555.5	1238
"Thyroid Neoplasms"	"RET"	"EFO_0002892"	"ENSG00000165731"	"chr10"	43103710	"hg38"	1	43103710	1239
"Thyroid Neoplasms"	"TEK"	"EFO_0002892"	"ENSG00000120156"	"chr9"	27169699.5	"hg38"	1	27169699.5	1240
"Thyroid Neoplasms"	"TOP2A"	"EFO_0002892"	"ENSG00000131747"	"chr17"	40403210.5	"hg38"	1	40403210.5	1241
"Tobacco Use Disorder"	"CHRNA4"	"EFO_0003768"	"ENSG00000101204"	"chr20"	63352286	"hg38"	2	63313996	1242
"Tobacco Use Disorder"	"CHRNB2"	"EFO_0003768"	"ENSG00000160716"	"chr1"	154573895.5	"hg38"	3	154553619.5	1243
"Tobacco Use Disorder"	"CNR1"	"EFO_0003768"	"ENSG00000118432"	"chr6"	88153105.5	"hg38"	2	88057339.5	1244
"Trichomonas Infections"	"ACHE"	"DOID_1947"	"ENSG00000087085"	"chr7"	100892941	"hg38"	13	100706803.5	1245
"Tuberculosis"	"FOLH1"	"Orphanet_3389"	"ENSG00000086205"	"chr11"	49176847	"hg38"	1	49176847	1246
"Tuberculosis"	"IL2RA"	"Orphanet_3389"	"ENSG00000134460"	"chr10"	6036528	"hg38"	6	6152234.5	1247
"Tuberculosis"	"PTGS1"	"Orphanet_3389"	"ENSG00000095303"	"chr9"	122383363.5	"hg38"	2	122298109.5	1248
"Tuberculosis"	"PTGS2"	"Orphanet_3389"	"ENSG00000073756"	"chr1"	186676107	"hg38"	1	186676107	1249
"Tuberous Sclerosis"	"CNR1"	"Orphanet_805"	"ENSG00000118432"	"chr6"	88153105.5	"hg38"	1	88153105.5	1250
"Tuberous Sclerosis"	"GPR55"	"Orphanet_805"	"ENSG00000135898"	"chr2"	230916285	"hg38"	3	231002080.5	1251
"Tuberous Sclerosis"	"MTOR"	"Orphanet_805"	"ENSG00000198793"	"chr1"	11184543	"hg38"	8	10964275.5	1252
"Tuberous Sclerosis"	"TRPV1"	"Orphanet_805"	"ENSG00000196689"	"chr17"	3587428.5	"hg38"	15	3417720	1253
"Turner Syndrome"	"GHR"	"Orphanet_881"	"ENSG00000112964"	"chr5"	42572658.5	"hg38"	2	42779628.5	1254
"Ulcer"	"ATP4A"	"MONDO_0043839"	"ENSG00000105675"	"chr19"	35556844.5	"hg38"	3	35539387.5	1255
"Ulcer"	"FGF2"	"MONDO_0043839"	"ENSG00000138685"	"chr4"	122862533.5	"hg38"	1	122862533.5	1256
"Urethral Neoplasms"	"PDCD1"	"EFO_0003846"	"ENSG00000188389"	"chr2"	241854389	"hg38"	1	241854389	1257
"Urinary Incontinence"	"ADRB3"	"HP_0000020"	"ENSG00000188778"	"chr8"	37964794.5	"hg38"	1	37950146.5	1258
"Urinary Incontinence"	"CHRM1"	"HP_0000020"	"ENSG00000168539"	"chr11"	62915021	"hg38"	2	62884878	1259
"Urinary Incontinence"	"CHRM3"	"HP_0000020"	"ENSG00000133019"	"chr1"	239651009	"hg38"	2	240283535	1260
"Urinary Tract Infections"	"TOP2A"	"EFO_0003103"	"ENSG00000131747"	"chr17"	40403210.5	"hg38"	1	40403210.5	1261
"Urticaria"	"HRH1"	"EFO_0005531"	"ENSG00000196639"	"chr3"	11209025	"hg38"	1	11209025	1262
"Urticaria"	"IGHE"	"EFO_0005531"	"ENSG00000211891"	"chr14"	105599709.5	"hg38"	1	105599709.5	1263
"Uveitis"	"MTOR"	"EFO_1001231"	"ENSG00000198793"	"chr1"	11184543	"hg38"	2	11192668	1264
"Uveitis"	"NR3C1"	"EFO_1001231"	"ENSG00000113580"	"chr5"	143340810	"hg38"	1	143340810	1265
"Uveitis"	"TNF"	"EFO_1001231"	"ENSG00000232810"	"chr6"	31576950.5	"hg38"	1	31576950.5	1266
"Vasculitis"	"C5AR1"	"EFO_0006803"	"ENSG00000197405"	"chr19"	47315963.5	"hg38"	1	47315963.5	1267
"Vasculitis"	"MS4A1"	"EFO_0006803"	"ENSG00000156738"	"chr11"	60463299.5	"hg38"	1	60463299.5	1268
"Venous Insufficiency"	"F10"	"MONDO_0000945"	"ENSG00000126218"	"chr13"	113136164	"hg38"	1	113136164	1269
"Venous Insufficiency"	"F2"	"MONDO_0000945"	"ENSG00000180210"	"chr11"	46729359.5	"hg38"	5	46688849.5	1270
"Venous Insufficiency"	"PLAU"	"MONDO_0000945"	"ENSG00000122861"	"chr10"	73914313	"hg38"	2	73843528	1271
"Venous Insufficiency"	"PTGER2"	"MONDO_0000945"	"ENSG00000125384"	"chr14"	52321455	"hg38"	0	52321455	1272
"Venous Insufficiency"	"SERPINC1"	"MONDO_0000945"	"ENSG00000117601"	"chr1"	173910563.5	"hg38"	2	173885963.5	1273
"Ventricular Fibrillation"	"ADRB1"	"EFO_0004287"	"ENSG00000043591"	"chr10"	114045385	"hg38"	1	114045385	1274
"Ventricular Fibrillation"	"ADRB2"	"EFO_0004287"	"ENSG00000169252"	"chr5"	148827617	"hg38"	1	148827617	1275
"Ventricular Fibrillation"	"KCNH2"	"EFO_0004287"	"ENSG00000055118"	"chr7"	150961641	"hg38"	3	151019822.5	1276
"Ventricular Fibrillation"	"SCN5A"	"EFO_0004287"	"ENSG00000183873"	"chr3"	38598874.5	"hg38"	5	38380885	1277
"Vitamin D Deficiency"	"VDR"	"EFO_0003762"	"ENSG00000111424"	"chr12"	47873265.5	"hg38"	12	48152652	1278
"Vitiligo"	"FGF2"	"EFO_0004208"	"ENSG00000138685"	"chr4"	122862533.5	"hg38"	1	122862533.5	1279
"Vitiligo"	"JAK1"	"EFO_0004208"	"ENSG00000162434"	"chr1"	64899889	"hg38"	1	64899889	1280
"Vitiligo"	"JAK2"	"EFO_0004208"	"ENSG00000096968"	"chr9"	5057610	"hg38"	1	5057610	1281
"Vomiting"	"CNR1"	"HP_0002018,HP_0002017"	"ENSG00000118432"	"chr6"	88153105.5	"hg38"	1	88153105.5	1282
"Vomiting"	"DRD2"	"HP_0002018,HP_0002017"	"ENSG00000149295"	"chr11"	113442501.5	"hg38"	1	113442501.5	1283
"Vomiting"	"HTR3A"	"HP_0002018,HP_0002017"	"ENSG00000166736"	"chr11"	113982710.5	"hg38"	1	113982710.5	1284
"Vomiting"	"OPRD1"	"HP_0002018,HP_0002017"	"ENSG00000116329"	"chr1"	28841718.5	"hg38"	2	28753357.5	1285
"Vomiting"	"OPRK1"	"HP_0002018,HP_0002017"	"ENSG00000082556"	"chr8"	53238680.5	"hg38"	3	53779394	1286
"Vomiting"	"OPRM1"	"HP_0002018,HP_0002017"	"ENSG00000112038"	"chr6"	154085798	"hg38"	2	154255649.5	1287
"Vomiting"	"TACR1"	"HP_0002018,HP_0002017"	"ENSG00000115353"	"chr2"	75122991.5	"hg38"	0	75122991.5	1288
"von Willebrand Diseases"	"VWF"	"Orphanet_903"	"ENSG00000110799"	"chr12"	6036773.5	"hg38"	4	6319594	1289
"Granulomatosis with Polyangiitis"	"C5AR1"	"EFO_0005297"	"ENSG00000197405"	"chr19"	47315963.5	"hg38"	19	46933037	1290
"Granulomatosis with Polyangiitis"	"MS4A1"	"EFO_0005297"	"ENSG00000156738"	"chr11"	60463299.5	"hg38"	1	60463299.5	1291
"Wound Healing"	"EGFR"	"GO_0042060"	"ENSG00000146648"	"chr7"	55115322.5	"hg38"	1	55115322.5	1292
"Wound Healing"	"F2"	"GO_0042060"	"ENSG00000180210"	"chr11"	46729359.5	"hg38"	3	46703471.5	1293
"Wound Healing"	"FGA"	"GO_0042060"	"ENSG00000171560"	"chr4"	154588008.5	"hg38"	3	154608413.5	1294
"Wound Healing"	"FGB"	"GO_0042060"	"ENSG00000171564"	"chr4"	154567909	"hg38"	1	154567909	1295
"Wound Healing"	"FGF2"	"GO_0042060"	"ENSG00000138685"	"chr4"	122862533.5	"hg38"	5	122615587	1296
"Wound Healing"	"FGFR1"	"GO_0042060"	"ENSG00000077782"	"chr8"	38439889	"hg38"	8	38146826	1297
"Wound Healing"	"FGG"	"GO_0042060"	"ENSG00000171557"	"chr4"	154608413.5	"hg38"	6	154748560	1298
"Zollinger-Ellison Syndrome"	"ATP4A"	"EFO_0007549"	"ENSG00000105675"	"chr19"	35556844.5	"hg38"	4	35525839	1299
"Colorectal Neoplasms"	"BRAF"	"EFO_0005406,EFO_0005842"	"ENSG00000157764"	"chr7"	140827797	"hg38"	6	141277222	1300
"Colorectal Neoplasms"	"CD274"	"EFO_0005406,EFO_0005842"	"ENSG00000120217"	"chr9"	5460548	"hg38"	0	5460548	1301
"Colorectal Neoplasms"	"ERBB2"	"EFO_0005406,EFO_0005842"	"ENSG00000141736"	"chr17"	39714361	"hg38"	2	39726528	1302
"Colorectal Neoplasms"	"FLT1"	"EFO_0005406,EFO_0005842"	"ENSG00000102755"	"chr13"	28397737	"hg38"	3	28669044.5	1303
"Colorectal Neoplasms"	"FLT4"	"EFO_0005406,EFO_0005842"	"ENSG00000037280"	"chr5"	180625553	"hg38"	2	180590802	1304
"Colorectal Neoplasms"	"IL1A"	"EFO_0005406,EFO_0005842"	"ENSG00000115008"	"chr2"	112779209	"hg38"	2	112750479	1305
"Colorectal Neoplasms"	"IL2RA"	"EFO_0005406,EFO_0005842"	"ENSG00000134460"	"chr10"	6036528	"hg38"	1	6036528	1306
"Colorectal Neoplasms"	"KDR"	"EFO_0005406,EFO_0005842"	"ENSG00000128052"	"chr4"	55102038	"hg38"	4	55487406	1307
"Colorectal Neoplasms"	"KIT"	"EFO_0005406,EFO_0005842"	"ENSG00000157404"	"chr4"	54699336	"hg38"	2	55102038	1308
"Colorectal Neoplasms"	"MAP2K1"	"EFO_0005406,EFO_0005842"	"ENSG00000169032"	"chr15"	66439228	"hg38"	6	66346438	1309
"Colorectal Neoplasms"	"MAP2K2"	"EFO_0005406,EFO_0005842"	"ENSG00000126934"	"chr19"	4107221.5	"hg38"	1	4107221.5	1310
"Colorectal Neoplasms"	"PDCD1"	"EFO_0005406,EFO_0005842"	"ENSG00000188389"	"chr2"	241854389	"hg38"	1	241854389	1311
"Colorectal Neoplasms"	"PDGFRA"	"EFO_0005406,EFO_0005842"	"ENSG00000134853"	"chr4"	54263769	"hg38"	2	54263769	1312
"Colorectal Neoplasms"	"RAF1"	"EFO_0005406,EFO_0005842"	"ENSG00000132155"	"chr3"	12623859	"hg38"	1	12623859	1313
"Colorectal Neoplasms"	"RET"	"EFO_0005406,EFO_0005842"	"ENSG00000165731"	"chr10"	43103710	"hg38"	3	43230800	1314
"Colorectal Neoplasms"	"TLR3"	"EFO_0005406,EFO_0005842"	"ENSG00000164342"	"chr4"	186078614.5	"hg38"	1	186078614.5	1315
"Colorectal Neoplasms"	"TYMS"	"EFO_0005406,EFO_0005842"	"ENSG00000176890"	"chr18"	665615.5	"hg38"	1	665615.5	1316
"Colorectal Neoplasms"	"VEGFA"	"EFO_0005406,EFO_0005842"	"ENSG00000112715"	"chr6"	43778349	"hg38"	2	43679496.5	1317
"Arthritis, Gouty"	"IL1B"	"HP_0001997"	"ENSG00000125538"	"chr2"	112833265	"hg38"	1	112833265	1318
"Inflammatory Bowel Diseases"	"TNF"	"EFO_0003767"	"ENSG00000232810"	"chr6"	31576950.5	"hg38"	1	31576950.5	1319
"Hypertriglyceridemia"	"APOC3"	"EFO_0004211"	"ENSG00000110245"	"chr11"	116831489.5	"hg38"	1	116831489.5	1320
"Hypertriglyceridemia"	"PPARA"	"EFO_0004211"	"ENSG00000186951"	"chr22"	46197140.5	"hg38"	1	46197140.5	1321
"Hypertriglyceridemia"	"PPARG"	"EFO_0004211"	"ENSG00000132170"	"chr3"	12361707	"hg38"	8	12746393.5	1322
"Carcinoma, Merkel Cell"	"CD274"	"EFO_1001471"	"ENSG00000120217"	"chr9"	5460548	"hg38"	3	5540906.5	1323
"Carcinoma, Merkel Cell"	"PDCD1"	"EFO_1001471"	"ENSG00000188389"	"chr2"	241854389	"hg38"	3	241813303	1324
"Dry Eye Syndromes"	"CHRNA7"	"EFO_1000906"	"ENSG00000175344"	"chr15"	32101766.5	"hg38"	1	32101766.5	1325
"Dry Eye Syndromes"	"FKBP1A"	"EFO_1000906"	"ENSG00000088832"	"chr20"	1381016	"hg38"	1	1355734.5	1326
"Dry Eye Syndromes"	"ICAM1"	"EFO_1000906"	"ENSG00000090339"	"chr19"	10278867.5	"hg38"	3	10293365	1327
"Dry Eye Syndromes"	"ITGAL"	"EFO_1000906"	"ENSG00000005844"	"chr16"	30497963.5	"hg38"	2	30503960	1328
"Dry Eye Syndromes"	"PPIA"	"EFO_1000906"	"ENSG00000196262"	"chr7"	44799899	"hg38"	1	44799899	1329
"Leukemia, Lymphocytic, Chronic, B-Cell"	"ANPEP"	"EFO_0000095"	"ENSG00000166825"	"chr15"	89799873.5	"hg38"	14	90041757.5	1330
"Leukemia, Lymphocytic, Chronic, B-Cell"	"BCL2"	"EFO_0000095"	"ENSG00000171791"	"chr18"	63221557.5	"hg38"	1	63221557.5	1331
"Leukemia, Lymphocytic, Chronic, B-Cell"	"BTK"	"EFO_0000095"	"ENSG00000010671"	"chrX"	101367820.5	"hg38"	1	101367820.5	1332
"Leukemia, Lymphocytic, Chronic, B-Cell"	"CCL3"	"EFO_0000095"	"ENSG00000277632"	"chr17"	36089199.5	"hg38"	1	36089199.5	1333
"Leukemia, Lymphocytic, Chronic, B-Cell"	"CCL4"	"EFO_0000095"	"ENSG00000275302"	"chr17"	36104720.5	"hg38"	1	36104720.5	1334
"Leukemia, Lymphocytic, Chronic, B-Cell"	"CSNK1E"	"EFO_0000095"	"ENSG00000213923"	"chr22"	38304062	"hg38"	1	38304062	1335
"Leukemia, Lymphocytic, Chronic, B-Cell"	"MS4A1"	"EFO_0000095"	"ENSG00000156738"	"chr11"	60463299.5	"hg38"	5	60529056.5	1336
"Leukemia, Lymphocytic, Chronic, B-Cell"	"PIK3CD"	"EFO_0000095"	"ENSG00000171608"	"chr1"	9690422.5	"hg38"	2	9776445.5	1337
"Leukemia, Lymphocytic, Chronic, B-Cell"	"PIK3CG"	"EFO_0000095"	"ENSG00000105851"	"chr7"	106887131	"hg38"	1	106887131	1338
"Leukemia, Lymphocytic, Chronic, B-Cell"	"TOP2A"	"EFO_0000095"	"ENSG00000131747"	"chr17"	40403210.5	"hg38"	11	40636390	1339
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	"ABL1"	"HP_0005506"	"ENSG00000097007"	"chr9"	130861464.5	"hg38"	3	130920843.5	1340
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	"BCR"	"HP_0005506"	"ENSG00000186716"	"chr22"	23249273	"hg38"	1	23249273	1341
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	"FGFR1"	"HP_0005506"	"ENSG00000077782"	"chr8"	38439889	"hg38"	6	38195078	1342
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	"FGFR2"	"HP_0005506"	"ENSG00000066468"	"chr10"	121538388	"hg38"	1	121538388	1343
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	"FGFR3"	"HP_0005506"	"ENSG00000068078"	"chr4"	1801080	"hg38"	6	1702525	1344
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	"FGFR4"	"HP_0005506"	"ENSG00000160867"	"chr5"	177092529.5	"hg38"	7	177305374	1345
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	"FLT1"	"HP_0005506"	"ENSG00000102755"	"chr13"	28397737	"hg38"	1	28397737	1346
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	"FLT3"	"HP_0005506"	"ENSG00000122025"	"chr13"	28051925	"hg38"	9	27583221	1347
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	"FYN"	"HP_0005506"	"ENSG00000010810"	"chr6"	111766892	"hg38"	1	111766892	1348
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	"IFNAR2"	"HP_0005506"	"ENSG00000159110"	"chr21"	33247801	"hg38"	1	33247801	1349
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	"KIT"	"HP_0005506"	"ENSG00000157404"	"chr4"	54699336	"hg38"	1	54699336	1350
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	"LCK"	"HP_0005506"	"ENSG00000182866"	"chr1"	32268715	"hg38"	2	32248039	1351
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	"LYN"	"HP_0005506"	"ENSG00000254087"	"chr8"	55947002	"hg38"	1	55947002	1352
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	"PDGFRA"	"HP_0005506"	"ENSG00000134853"	"chr4"	54263769	"hg38"	1	53836555.5	1353
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	"SNCA"	"HP_0005506"	"ENSG00000145335"	"chr4"	89780630	"hg38"	1	89780630	1354
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	"SRC"	"HP_0005506"	"ENSG00000197122"	"chr20"	37376095	"hg38"	4	37210474.5	1355
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	"TEK"	"HP_0005506"	"ENSG00000120156"	"chr9"	27169699.5	"hg38"	1	27169699.5	1356
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	"YES1"	"HP_0005506"	"ENSG00000176105"	"chr18"	766915	"hg38"	1	766915	1357
"Leukemia, Myeloid, Acute"	"ABL1"	"EFO_0000222"	"ENSG00000097007"	"chr9"	130861464.5	"hg38"	1	130861464.5	1358
"Leukemia, Myeloid, Acute"	"ANPEP"	"EFO_0000222"	"ENSG00000166825"	"chr15"	89799873.5	"hg38"	9	89903979	1359
"Leukemia, Myeloid, Acute"	"AXL"	"EFO_0000222"	"ENSG00000167601"	"chr19"	41240494.5	"hg38"	1	41240494.5	1360
"Leukemia, Myeloid, Acute"	"BCL2"	"EFO_0000222"	"ENSG00000171791"	"chr18"	63221557.5	"hg38"	1	63221557.5	1361
"Leukemia, Myeloid, Acute"	"BCR"	"EFO_0000222"	"ENSG00000186716"	"chr22"	23249273	"hg38"	19	22886323	1362
"Leukemia, Myeloid, Acute"	"CCL3"	"EFO_0000222"	"ENSG00000277632"	"chr17"	36089199.5	"hg38"	1	36089199.5	1363
"Leukemia, Myeloid, Acute"	"CCL4"	"EFO_0000222"	"ENSG00000275302"	"chr17"	36104720.5	"hg38"	12	36259104.5	1364
"Leukemia, Myeloid, Acute"	"CSF3R"	"EFO_0000222"	"ENSG00000119535"	"chr1"	36474478	"hg38"	1	36474478	1365
"Leukemia, Myeloid, Acute"	"FGFR1"	"EFO_0000222"	"ENSG00000077782"	"chr8"	38439889	"hg38"	3	38325987.5	1366
"Leukemia, Myeloid, Acute"	"FGFR2"	"EFO_0000222"	"ENSG00000066468"	"chr10"	121538388	"hg38"	1	121538388	1367
"Leukemia, Myeloid, Acute"	"FGFR3"	"EFO_0000222"	"ENSG00000068078"	"chr4"	1801080	"hg38"	1	1801080	1368
"Leukemia, Myeloid, Acute"	"FGFR4"	"EFO_0000222"	"ENSG00000160867"	"chr5"	177092529.5	"hg38"	1	177092529.5	1369
"Leukemia, Myeloid, Acute"	"FLT1"	"EFO_0000222"	"ENSG00000102755"	"chr13"	28397737	"hg38"	2	28216940	1370
"Leukemia, Myeloid, Acute"	"FLT3"	"EFO_0000222"	"ENSG00000122025"	"chr13"	28051925	"hg38"	4	28216940	1371
"Leukemia, Myeloid, Acute"	"IDH1"	"EFO_0000222"	"ENSG00000138413"	"chr2"	208245650	"hg38"	1	208245650	1372
"Leukemia, Myeloid, Acute"	"IDH2"	"EFO_0000222"	"ENSG00000182054"	"chr15"	90092756.5	"hg38"	1	90092756.5	1373
"Leukemia, Myeloid, Acute"	"PIK3CD"	"EFO_0000222"	"ENSG00000171608"	"chr1"	9690422.5	"hg38"	1	9690422.5	1374
"Leukemia, Myeloid, Acute"	"TEK"	"EFO_0000222"	"ENSG00000120156"	"chr9"	27169699.5	"hg38"	1	27169699.5	1375
"Leukemia, Myeloid, Acute"	"TOP2A"	"EFO_0000222"	"ENSG00000131747"	"chr17"	40403210.5	"hg38"	1	40403210.5	1376
"Leukemia, Myelomonocytic, Chronic"	"IFNAR2"	"EFO_1001779"	"ENSG00000159110"	"chr21"	33247801	"hg38"	1	33247801	1377
"Arthritis, Psoriatic"	"DHFR"	"EFO_0003778"	"ENSG00000228716"	"chr5"	80640604.5	"hg38"	1	80640604.5	1378
"Arthritis, Psoriatic"	"IL12B"	"EFO_0003778"	"ENSG00000113302"	"chr5"	159322633.5	"hg38"	1	159322633.5	1379
"Arthritis, Psoriatic"	"IL17A"	"EFO_0003778"	"ENSG00000112115"	"chr6"	52188506.5	"hg38"	1	52188506.5	1380
"Arthritis, Psoriatic"	"IL17F"	"EFO_0003778"	"ENSG00000112116"	"chr6"	52240590.5	"hg38"	7	51851456	1381
"Arthritis, Psoriatic"	"IL17RA"	"EFO_0003778"	"ENSG00000177663"	"chr22"	17100346.5	"hg38"	1	17100346.5	1382
"Arthritis, Psoriatic"	"IL23A"	"EFO_0003778"	"ENSG00000110944"	"chr12"	56339647	"hg38"	2	56350852	1383
"Arthritis, Psoriatic"	"JAK1"	"EFO_0003778"	"ENSG00000162434"	"chr1"	64899889	"hg38"	1	64899889	1384
"Arthritis, Psoriatic"	"JAK3"	"EFO_0003778"	"ENSG00000105639"	"chr19"	17836382	"hg38"	1	17836382	1385
"Arthritis, Psoriatic"	"NR3C1"	"EFO_0003778"	"ENSG00000113580"	"chr5"	143340810	"hg38"	1	143340810	1386
"Arthritis, Psoriatic"	"PDE4A"	"EFO_0003778"	"ENSG00000065989"	"chr19"	10445084	"hg38"	1	10445084	1387
"Arthritis, Psoriatic"	"PDE4B"	"EFO_0003778"	"ENSG00000184588"	"chr1"	66083734.5	"hg38"	1	66083734.5	1388
"Arthritis, Psoriatic"	"PDE4C"	"EFO_0003778"	"ENSG00000105650"	"chr19"	18217201.5	"hg38"	2	18217201.5	1389
"Arthritis, Psoriatic"	"PDE4D"	"EFO_0003778"	"ENSG00000113448"	"chr5"	59431382	"hg38"	1	59431382	1390
"Arthritis, Psoriatic"	"TNF"	"EFO_0003778"	"ENSG00000232810"	"chr6"	31576950.5	"hg38"	1	31576950.5	1391
"Arthritis, Psoriatic"	"TYMS"	"EFO_0003778"	"ENSG00000176890"	"chr18"	665615.5	"hg38"	2	691474	1392
"HIV Infections"	"CD4"	"EFO_0000764"	"ENSG00000010610"	"chr12"	6805163.5	"hg38"	2	6824621	1393
"HIV Infections"	"IFNAR2"	"EFO_0000764"	"ENSG00000159110"	"chr21"	33247801	"hg38"	1	33247801	1394
"HIV Infections"	"OPRK1"	"EFO_0000764"	"ENSG00000082556"	"chr8"	53238680.5	"hg38"	1	53238680.5	1395
"HIV Infections"	"OPRM1"	"EFO_0000764"	"ENSG00000112038"	"chr6"	154085798	"hg38"	1	154085798	1396
"HIV Infections"	"PGR"	"EFO_0000764"	"ENSG00000082175"	"chr11"	101079718.5	"hg38"	1	101079718.5	1397
"Eye Infections"	"IFNAR1"	"MONDO_0043885"	"ENSG00000142166"	"chr21"	33342417	"hg38"	1	33342417	1398
"Lymphoma, B-Cell"	"BTK"	"MONDO_0004095"	"ENSG00000010671"	"chrX"	101367820.5	"hg38"	1	101367820.5	1399
"Lymphoma, B-Cell"	"CD19"	"MONDO_0004095"	"ENSG00000177455"	"chr16"	28935656.5	"hg38"	1	28935656.5	1400
"Lymphoma, B-Cell"	"MS4A1"	"MONDO_0004095"	"ENSG00000156738"	"chr11"	60463299.5	"hg38"	1	60463299.5	1401
"Lymphoma, B-Cell"	"PDCD1"	"MONDO_0004095"	"ENSG00000188389"	"chr2"	241854389	"hg38"	1	241854389	1402
"Lymphoma, T-Cell"	"CCR4"	"MONDO_0015760"	"ENSG00000183813"	"chr3"	32953996.5	"hg38"	1	32953996.5	1403
"Lymphoma, T-Cell"	"CD274"	"MONDO_0015760"	"ENSG00000120217"	"chr9"	5460548	"hg38"	1	5460548	1404
"Lymphoma, T-Cell"	"HDAC10"	"MONDO_0015760"	"ENSG00000100429"	"chr22"	50248224	"hg38"	1	50248224	1405
"Lymphoma, Large B-Cell, Diffuse"	"BTK"	"EFO_0000403"	"ENSG00000010671"	"chrX"	101367820.5	"hg38"	15	101657565.5	1406
"Lymphoma, Large B-Cell, Diffuse"	"CD19"	"EFO_0000403"	"ENSG00000177455"	"chr16"	28935656.5	"hg38"	1	28935656.5	1407
"Lymphoma, Large B-Cell, Diffuse"	"CD3E"	"EFO_0000403"	"ENSG00000198851"	"chr11"	118310451.5	"hg38"	2	118340890	1408
"Lymphoma, Large B-Cell, Diffuse"	"CD79B"	"EFO_0000403"	"ENSG00000007312"	"chr17"	63930535.5	"hg38"	13	63823548	1409
"Lymphoma, Large B-Cell, Diffuse"	"MS4A1"	"EFO_0000403"	"ENSG00000156738"	"chr11"	60463299.5	"hg38"	1	60463299.5	1410
"Lymphoma, Large B-Cell, Diffuse"	"XPO1"	"EFO_0000403"	"ENSG00000082898"	"chr2"	61508102.5	"hg38"	1	61508102.5	1411
"Lymphoma, T-Cell, Cutaneous"	"CCR4"	"EFO_0002913"	"ENSG00000183813"	"chr3"	32953996.5	"hg38"	4	33093784	1412
"Lymphoma, T-Cell, Cutaneous"	"HDAC6"	"EFO_0002913"	"ENSG00000094631"	"chrX"	48813521.5	"hg38"	1	48813521.5	1413
"Lymphoma, T-Cell, Cutaneous"	"TNFRSF8"	"EFO_0002913"	"ENSG00000120949"	"chr1"	12103755	"hg38"	3	12188105.5	1414
